"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI54_004607-T1",100,530,1221,1438,404,549,3487,1565,5833,945,2920,1825,4594,2425
"HMI54_004625-T1",281,656,687,963,993,751,201,76,160,42,235,142,176,171
"HMI54_004626-T1",0,5,2,2,2,0,43,19,16,0,14,8,14,11
"HMI54_004627-T1",51,114,59,94,141,147,353,176,254,29,291,249,273,277
"HMI54_004628-T1",19,103,93,69,179,125,572,281,249,42,392,329,299,492
"HMI54_004629-T1",90,227,236,230,345,299,308,172,409,63,619,427,458,713
"HMI54_004630-T1",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HMI54_004632-T1",106,256,181,227,410,307,703,336,413,83,666,508,484,931
"HMI54_004638-T1",66,159.535,134,156.551,219.695,204,1137.35,567.174,450,76,592.151,479.096,570.595,701.476
"HMI54_004643-T1",55,157,123,130,223,211,1613,880,498,78,826,555,580,813
"HMI54_004646-T1",3,18,37,27,17,20,144,69,141,19,175,165,200,268
"HMI54_004647-T1",31,75,88,106,86,68,373,180,284,32,290,210,234,259
"HMI54_004648-T1",51,176,191,198,261,192,394,177,687,115,880,574,785,665
"HMI54_004649-T1",0,0,0,0,1,0,0,0,6,0,24,13,37,25
"HMI54_004658-T1",16.1671,14.8159,28.2826,51.8722,26.917,25.849,140.63,69.37,106.337,25.8311,436.231,299.606,297.893,368.591
"HMI54_004660-T1",13,39,70,58,68,69,277,118,277,66,289,222,234,359
"HMI54_004661-T1",0,0,2,1,3,0,11,2,248,33,1022,638,480,463
"HMI54_004662-T1",20,99,175,170,105,108,1338,558,871,113,700,463,663,651
"HMI54_004663-T1",267,551,420,402,930,710,1935,1033,1384,208,2495,1897,1643,2578
"HMI54_004664-T1",0,6,17,21,5,13,42,14,81,11,120,71,82,90
"HMI54_004669-T1",92,281,345,327,384,342,3278,1809,509,129,1233,824,899,1106
"HMI54_004670-T1",68.3834,221.344,192.375,194.817,227.073,201.679,346.401,170.73,266.435,67.3189,564.662,396.277,416.248,422.36
"HMI54_004674-T1",2,9,2,5,9,10,20.6586,9,8,0,11,15,6,6
"HMI54_004675-T1",198,466,381,460,620,734,401,186,496,68,873,641,564,914
"HMI54_004676-T1",45,140,150,155,145,141,631,334,346,69,465,334,339,251
"HMI54_004677-T1",4,15,11,10,8,9,35,11,167,30,213,187,179,260
"HMI54_004678-T1",1,0,0,0,1,6,5,1,44,20,146,108,99,103
"HMI54_004679-T1",1.71601,26.6529,0,35.8414,39.5729,36.871,147.144,32.2986,247.761,3.62394,108.215,117.585,89.2807,140.211
"HMI54_004683-T1",16,36,31,47,55,41,13,9,173,26,361,265,262,358
"HMI54_004684-T1",281,680,748,900,981,818,4766,2249,2262,445,3457,2367,2823,2202
"HMI54_004685-T1",197,581,374,371,727,645,337,150,377,63,406,342,379,469
"HMI54_004689-T1",13,14,25,21,36,40,123,68,151,12,150,116,124,125
"HMI54_004695-T1",1200,2774,1742,1813,3836,3566,3776,1833,4676,642,7428,5537,4704,6447
"HMI54_004696-T1",16,36,53,44,50,65,168,90,208,32,229,166,141,199
"HMI54_004697-T1",0,1,2,4,6,0,47,15,97,22,174,113,145,119
"HMI54_004699-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_004701-T1",408.224,920.642,904.717,1066.17,1174.87,1088.96,6090.21,4046.88,2883.62,641.103,4162.46,2651.32,3367.03,3651.82
"HMI54_004706-T1",133,313,253,328,405,376,643,344,1062,151,1190,904,914,915
"HMI54_004708-T1",27.1982,51.649,28.6029,34.5928,41.1844,61.1857,23.3088,10.1698,597.803,64.2461,1083.08,760.534,701.049,913.177
"HMI54_004709-T1",15,45,61,72,72,55,403,235,269,61,477,324,343,401
"HMI54_004714-T1",20,42,71,80,67,70,646,310,451,50,399,284,342,358
"HMI54_004715-T1",17.0585,28.1985,26.3438,29.877,43.3511,48.3643,172.114,79.5371,129.721,24.8769,230.524,136.916,159.969,169.169
"HMI54_004720-T1",26,79.6875,67.976,93.8001,118.365,90.4574,366.403,181.16,145.76,37.7273,291.568,172.463,267.478,245.628
"HMI54_004742-T1",0,7,4,2,6,12,0,0,0,0,0,0,0,0
"HMI54_004743-T1",319,877,665,699,1161,1071,2798,1504,2655,633,3953,2989,3228,5214
"HMI54_004744-T1",2,17,9,11,19,18,57,27,103,11,73,62,63,74
"HMI54_004746-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_004747-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_004748-T1",2,1,2,4,2,1,9,9,5,2,363,231,628,443
"HMI54_004755-T1",13,52,64,102,71,65,862,400,328,79,358,249,252,290
"HMI54_004759-T1",9,19,30,37,32,31,69,38,238,31,318,207,280,498
"HMI54_004760-T1",46,125,139,137,164,122,395,184,520,73,695,538,510,508
"HMI54_004780-T1",37,141,133,132,179,151,172,90,327,45,414,306,244,239
"HMI54_004781-T1",0,5,8,2,9,14,27,22,14,3,32,17,33,17
"HMI54_004784-T1",34,66,91,102,98,89,130,62,592,83,537,402,462,392
"HMI54_004785-T1",10.6818,5.97461,2,5.94856,14.8336,25.661,4,1,9.23786,4,13.4508,4.31071,6.86446,10.6509
"HMI54_004786-T1",15,25,22,24,35,40,28,14,71,7,94,61,63,77
"HMI54_004787-T1",0,0,1,4,0,0,4,0,8,0,2,0,3,0
"HMI54_004788-T1",6,4,10,8,4,3,34,13,156,13,179,138,138,175
"HMI54_004789-T1",31,111,136,146,166,142,1023,507,350,61,541,355,462,436
"HMI54_004791-T1",29,94,109,139,131,126,835,385,694,120,570,445,440,326
"HMI54_004792-T1",76,231,184,206,288,288,1412,766,533,99,749,565,647,717
"HMI54_004793-T1",37.9518,107.731,88.0363,73.0573,137.509,128.335,202.354,98.2812,195.534,44.393,345.929,208.923,214.698,355.596
"HMI54_004794-T1",5,3,5,2,12,6,11,11,20,0,21,15,16,15
"HMI54_004795-T1",73.3659,223.581,180.287,140.105,278.504,298.038,432.804,239.232,668.913,81.5012,736.186,478.415,576.51,721.9
"HMI54_004796-T1",5,15.3294,34.4889,47.7918,37,31.8558,106.644,56.7565,317.07,52.8104,307.205,212.116,243.07,324.003
"HMI54_004797-T1",43,135,112,135,198,203,315,178,433,88,705,445,445,495
"HMI54_004798-T1",75,180,149,142,285,245,1201,617,309,56,589,428,457,825
"HMI54_004799-T1",46,98,130,132,112,112,545,265,353,65,472,337,406,310
"HMI54_004800-T1",3,24,32,45,57,54,93,25,41,19,172,103,145,91
"HMI54_004801-T1",0,0,1.39685,1.12441,0,0,8.03829,6.7691,8.09121,0,0,4.01641,5.79565,3.84674
"HMI54_004802-T1",69,147,118,140,177,136,1842,1021,497,83,716,448,470,643
"HMI54_004803-T1",82,172,168,169,247,242,668,321,274,30,394,288,312,430
"HMI54_004804-T1",90,204,175,179,258,213,274,121,773,136,948,609,855,1303
"HMI54_004806-T1",21,70,63,58,82,75,393,161,188,21,255,141,141,161
"HMI54_004807-T1",874,2565,1056,1357,2832,2909,197,96,222,35,219,149,170,165
"HMI54_004808-T1",28,44.8833,57.0284,72.2633,66.869,60.4302,507.348,291.136,411.944,35.3848,395.55,319.793,270.463,363.873
"HMI54_004810-T1",46,114,165,140,154,105,364,200,536,102,627,445,554,472
"HMI54_004811-T1",123,308,438,383,426,485,863,435,1947,319,1814,1131,1537,1543
"HMI54_004814-T1",1,12,11,9,7,11,5,2,7,0,7,7,16,6
"HMI54_004820-T1",155,397.602,284.033,377.011,486.594,442.593,1984.32,1051.25,594.714,121,923,576.963,835.941,793.532
"HMI54_004829-T1",31.9155,35.9071,41.0675,34.1216,61.0795,29.2662,73.2338,36.1723,71.9264,17.5957,175.051,121.185,153.096,210.427
"HMI54_004830-T1",3,6,13,10,12,5,18,13,31,4,27,23,25,33
"HMI54_004831-T1",174,466,343,322,685,581,1055,488,533,109,1015,751,520,780
"HMI54_004833-T1",16,36,38,56,53,44,188,79,184,25,268,221,214,217
"HMI54_004834-T1",1,5,24,18,6,6,176,77,403,50,430,280,366,503
"HMI54_004836-T1",392.44,1397.29,1069.29,1031.18,1701.29,1668.2,2796.37,1202.31,2052.31,357.957,2185.3,1386.81,2099.9,1756.93
"HMI54_004847-T1",15,32,36,48,26,46,144,103,318,48,223,137,199,170
"HMI54_004848-T1",6,22,26,39,34,36,109,48,241,32,242,204,209,175
"HMI54_004851-T1",64.9383,246.902,259.933,294.741,309.935,271.881,1847.45,914.858,753.485,136.852,961.331,643.916,786.117,632.907
"HMI54_004852-T1",55.7688,185.39,159.297,199.619,208.591,164.961,237.908,105.231,326.488,69.5682,536.803,402.859,483.821,521.538
"HMI54_004854-T1",0,2,1,2,2,0,14,4,13,4,20,12,9,11
"HMI54_004855-T1",0,3,1,0,0,0,1,1,0,0,0,0,0,0
"HMI54_004856-T1",101,270,178,150,392,404,426,181,423,62,802,672,489,703
"HMI54_004857-T1",50,136,97,87,213,173,415,225,238,52,403,324,332,367
"HMI54_004858-T1",72,244,168,164,275,264,463,219,283,57,344,265,281,365
"HMI54_004859-T1",105,173,195,164,226,245,656,325,367,55,417,302,371,420
"HMI54_004860-T1",22,90,79,101,138,97,53,22,255,17,278,229,232,273
"HMI54_004861-T1",29,122,117,128,83,112,225,110,538,111,590,399,538,419
"HMI54_004862-T1",12,35,70,69,33,43,294,147,492,57,584,452,499,817
"HMI54_004863-T1",120,347,368,348,493,441,2360,1150,832,117,1590,1105,1007,1138
"HMI54_004864-T1",14,20,71,69,56,60,310,146,307,36,487,298,384,414
"HMI54_004870-T1",58,100,70,77,131,93,298,137,234,41,309,222,191,242
"HMI54_004871-T1",107,264,300,310,419,380,479,234,856,105,1281,958,864,1296
"HMI54_004872-T1",140,369,323,324,572,531,848,423,1350,204,2228,1599,1395,2227
"HMI54_004873-T1",0,0,0,0,0,0,0,1,0,0,0,0,2,0
"HMI54_004874-T1",1192.91,6060.41,18141.7,19326.3,5652.01,7335.4,53970.9,22605.8,102105,15001.4,47988.9,33950.5,62088,28198.2
"HMI54_004875-T1",0,1,3,3,3,0,19,6,1,0,10,2,3,7
"HMI54_004882-T1",39,106,142,153,179,141,1034,480,381,63,509,329,395,496
"HMI54_004883-T1",27,97,103,111,109,102,256,134,471,94,637,516,452,540
"HMI54_004884-T1",7,31,41,28,48,36,123,56,131,26,217,148,135,205
"HMI54_004885-T1",121,448,747,961,536,459,3537,1661,1477,292,1528,1171,1264,1553
"HMI54_004886-T1",1593,3496,2372,2440,5200,4847,3650,1879,2176,390,3503,2649,2243,3514
"HMI54_004887-T1",22,141,155,116,144.95,115,336,183,1091,281,2126,1244,2119,3695
"HMI54_004891-T1",24,61,72,69,67,62,151,77,213,21,249,178,158,175
"HMI54_004892-T1",156,322,366,383,491,494,709,357,1074,137,1555,1139,1049,1555
"HMI54_004894-T1",63,173,195,241,253,234,958,444,666,123,867,699,702,924
"HMI54_004895-T1",65,251,201,248,232,264,564,257,579,134,711,495,669,530
"HMI54_004897-T1",21,57,48,44,76,82,59,34,122,26,142,92,97,98
"HMI54_004915-T1",0,3,6,14,1,4,108,56,756,138,1798,1149,1174,1433
"HMI54_004920-T1",117,280,383,445,430,409,1671,802,1039,232,1382,942,1276,1422
"HMI54_004921-T1",17,65,76,68,88,70,332,116,276,38,473,355,349,424
"HMI54_004923-T1",28,97,105,115,79,76,223,99,446,78,520,352,362,468
"HMI54_004925-T1",0,0,0,0,0,0,1,2,4,0,8,11,8,7
"HMI54_004929-T1",11,61.6266,83,73,65.568,58,254.149,106.567,197.401,33,237.137,155.564,193.597,179.753
"HMI54_004930-T1",36,96,113,130,162,121,505,242,314,51,426,293,385,359
"HMI54_004932-T1",58,386,565,1588,543,196,93,44,5,0,3,1,8,4
"HMI54_004933-T1",281.292,641,682,773,948,868,2774.24,1542,1760.35,337,3372,2392,2502,3623
"HMI54_004934-T1",1,0,9.89359,1.06346,1.01335,2.04903,18.4925,13.277,48.7551,10.1895,169.476,114.523,173.802,229.26
"HMI54_004935-T1",69.0862,227.286,247.471,302.227,313.179,331.734,737.144,354.012,1113.68,190,1511.09,1102.62,1168.05,1170.48
"HMI54_004937-T1",75.3892,236,157.768,261.651,302.806,239.397,982.107,446.221,1506.13,205,2128.73,1403.53,1613.6,2212.49
"HMI54_004941-T1",283,809,606,713,1251,1083,898,370,2563,528,3022,2204,3088,5758
"HMI54_004944-T1",43,86,195,379,120.146,89,540.592,279.275,514.404,102.641,208.171,143.181,370,204.113
"HMI54_004945-T1",246,480,468,522,712,691,2362,1325,1971,318,2889,2113,2093,3089
"HMI54_004946-T1",7.15504,16.7403,16.7335,14.5377,7.73436,26.9631,60.9443,32.9931,79.5777,32.1172,133.83,74.7708,78.7514,100.355
"HMI54_004952-T1",213,383,308.228,439,512,592,470,267,898,218,810,538,733,663
"HMI54_004974-T1",314,863,723,656,1275,1109,1948,928,1572,278,3129,2242,1930,2726
"HMI54_004980-T1",8,66,68,77,56,76,277,127,383,61,406,291,377,526
"HMI54_004981-T1",49,94,67,108,104,74,178,111,195,28,195,142,166,193
"HMI54_004984-T1",100,201,177,191,274,257,385,195,538,85,917,602,693,883
"HMI54_004994-T1",35,92,129,121,131,127,330,132,523,68,547,359,394,400
"HMI54_004995-T1",0,0,2,1,2,1,8,6,166,26,332,225,197,221
"HMI54_004996-T1",16,77,76,93,92,71,377,143,424,101,499,308,385,329
"HMI54_004999-T1",14,62,77,108,86,74,1032,589,349,84,363,241,337,305
"HMI54_005000-T1",42,102,154,177,162,151,929,516,743,139,1026,684,786,927
"HMI54_005002-T1",44,122,254,321,196,230,1568,767,1154,166,1069,744,960,693
"HMI54_005006-T1",27,76,66,83,100,87,131,63,363,61,399,220,249,232
"HMI54_005007-T1",19,44,52,49,76,72,207,111,200,34,280,169,172,245
"HMI54_005008-T1",90,276,206,219,411,392,424,186,285,46,287,194,270,279
"HMI54_005009-T1",0,0,8.21132,0,1.34513,3.57099,24.2957,2.23157,5.53345,0,5.77536,0,5.65426,12.0685
"HMI54_005014-T1",28,58,73,72,97,113,258,131,239,51,447,287,239,317
"HMI54_005031-T1",31,111,88,100,99.975,94,197,100.974,343.781,44,410.864,316.725,333,422.566
"HMI54_005033-T1",32,117,77,100,141,128,320,170,215,47,289,200,212,231
"HMI54_005034-T1",36,108,146,203,106,82,342,156,751,78,529,438,628,406
"HMI54_005035-T1",95,252,263,259,323,270,954,460,956,139,1110,831,1048,1197
"HMI54_005036-T1",16,44,49,49,61,36,210,119,37,21,170,95,139,203
"HMI54_005042-T1",0,0,0,0,0,0,0,0,0,0,0,0,1.79195,0
"HMI54_005048-T1",46,156,191,191,190,198,383,198,457,59,547,367,453,393
"HMI54_005049-T1",27,65,86,106,75,77,429,220,577,92,545,377,517,426
"HMI54_005052-T1",266,769,508,536,882,852,2017.53,1034.88,503,117,829,661,718,800
"HMI54_005053-T1",152,405,296,283,509,458,747,363,304,64,464,302,320,366
"HMI54_005054-T1",107,306,225,230,422,409,511,248,546,77,523,404,465,505
"HMI54_005055-T1",36,104,61,58,101,121,322,188,189,26,181,140,196,237
"HMI54_005062-T1",3,26,19,24,38,32,190,95,260,43,386,258,292,390
"HMI54_005066-T1",121,397,233,297,620,526,879,401,422,73,476,396,468,451
"HMI54_005067-T1",171,339,360,369,522,492,2347,1245,972,241,1706,1157,1393,2061
"HMI54_005071-T1",53.7143,113.835,138.71,160.894,141.09,167.061,657.343,313.024,745.159,78.3177,799.832,579.61,665.133,744.267
"HMI54_005072-T1",10.9584,32.0416,33.422,30.8253,44.3937,30.6393,136.206,56.8917,216.551,40.5019,319.448,181.494,211.493,173.996
"HMI54_005073-T1",7.73998,13.7385,16.6251,17.9163,17.9063,19.3564,100,64,76,10,95,70,68,93
"HMI54_005074-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_005076-T1",21,38,23,55,72,68,193,124,120,10,172,126,119,123
"HMI54_005080-T1",109,270,387.891,384.982,340.315,357.449,1330.08,731.71,1830.07,290.707,2208.42,1632.83,1605.03,1807.79
"HMI54_005081-T1",640,1759,1342,1339,2329,2091,1630,771,3616,473,5179,3709,3798,4583
"HMI54_005082-T1",1.17366,16,17.3205,10.3006,15.1908,11.9294,67.3887,31.851,162.481,22.13,359.071,245.817,201.032,216.714
"HMI54_005083-T1",43.112,92.1669,98.7441,95.043,125.956,144.571,793.139,365.911,262.427,41.4564,356.173,257.219,249.118,274.6
"HMI54_005084-T1",0.00192667,3.72304,30,28.5746,25.3792,21,121.011,52.906,110.801,24,111.668,104.678,128.363,122.421
"HMI54_005085-T1",0,0,0,0,0,3,1,1,6,1,7,6,9,3
"HMI54_005086-T1",0,0,0,0,0,0,1,3,0,0,1,0,2,3
"HMI54_005087-T1",0,0,0,0,2,0,3,1,0,4,2,2,2,5
"HMI54_005089-T1",25,80,94,80,121,98,176,88,390,36,351,296,305,277
"HMI54_005091-T1",31,77,77,75,89,107,86,44,305,42,491,300,306,373
"HMI54_005097-T1",150,469,269,262,661,610,3355,1986,873,195,1301,1053,976,1828
"HMI54_005099-T1",97,264,234,321,381,319,1825,1048,673,179,1186,769,922,1187
"HMI54_005100-T1",112,491,455,519,531,555,1320,762,2041,355,3136,2349,2108,3008
"HMI54_005102-T1",0,0,2,1,0,0,1,0,0,0,2,0,0,0
"HMI54_005103-T1",0,0,2,0,0,0,1,0,4,0,10,3,6,3
"HMI54_005104-T1",148,387,380,429,536,465,2579,1376,1252,289,2243,1564,1864,2118
"HMI54_005105-T1",130,322,210,287,363,373,210,85,167,23,164,112,189,146
"HMI54_005106-T1",179,393,300,380,581,529,1093,553,1167,141,1483,1064,1082,1901
"HMI54_005107-T1",5,28,32,48,47,44,200,89,148,34,282,202,202,233
"HMI54_005115-T1",45,111,65,72,129,105,92,45,100,22,135,106,106,129
"HMI54_005117-T1",159,483,451,386,622,570,1167,456,1105,114,2186,1484,1311,2019
"HMI54_005119-T1",36,84,89,105,135,122,1211,620,436,83,515,373,470.618,420
"HMI54_005120-T1",0,0,0,0,0,0,3,0,0,0,0,5,0,0
"HMI54_005122-T1",40,58,47,55,77,62,153,93,123,27,176,104,97,147
"HMI54_005123-T1",51.4995,217.457,328.536,301.691,197.177,194.677,731.92,347.917,1300.95,201,1225,823,1105,1007
"HMI54_005124-T1",57.6693,214.807,154.878,228.632,235.859,216.109,1241.88,770.056,456.547,75.181,548.872,420.681,427.344,450.888
"HMI54_005126-T1",67.242,148.574,178.773,195.109,255.59,208.366,291.606,136.388,374.883,63.8766,535.3,374.764,426.641,613.372
"HMI54_005127-T1",0,19.4814,29.8191,35.9064,15.8034,7.66187,63.4455,31.8615,410.945,56.0059,494.413,361.731,360.81,354.38
"HMI54_005128-T1",1,11,32,22,14,9,85,34,326,56,357,272,336,366
"HMI54_005142-T1",0,0,1,1,0,1,4,1,2,0,1,0,0,0
"HMI54_005144-T1",344,805,798,744,1180,1011,768,336,2101,258,2623,1944,2251,2201
"HMI54_005145-T1",71,159,187,141,228,179,472,218,737,106,796,599,677,655
"HMI54_005147-T1",17,70,62,61,89,90,111,46,273,39,321,217,300,252
"HMI54_005148-T1",71,167,305,248,354,263,534,251,633,132,1401,1193,1144,2312
"HMI54_005149-T1",1,0,0,0,0,0,5.1432,5.73791,2.32014,4.84291,11.8872,7.73396,13.6751,4.2085
"HMI54_005150-T1",0,1,0,3,1,1,1,1,0,0,1,1,0,0
"HMI54_005151-T1",223.173,764.529,675.246,659.778,1003.1,926.436,1473.88,641.43,1609.53,256.298,2241.05,1553.9,1991.62,1972.84
"HMI54_005152-T1",5.17454,18.4794,30.3364,25.1097,29.8367,29.0042,106.918,56.6704,16.666,2.80701,78.6543,39.2125,96.7505,98.1493
"HMI54_005153-T1",1,9,9,16,22,4,46,32,9,2,30,26,19,32
"HMI54_005156-T1",22,28,41,55,70,53,581,306,198,31,209,150,249,249
"HMI54_005162-T1",6,2,5,4,4,1,29,16,22,1,83,94,131,75
"HMI54_005163-T1",159,518,338,357,493,564,748,353,1428,259,4128,2813,7474,6215
"HMI54_005164-T1",24,59,68,70,68,84,289,136,299,54,454,312,357,378
"HMI54_005165-T1",117,399,484,507,509,424,1446,723,1019,198,1788,1194,1299,1517
"HMI54_005166-T1",3,3,35,25,19,18,142,66,200,54,265,195,236,411
"HMI54_005168-T1",7,10,13,9,15,14,54,36,70.6072,5,90.2525,69.3203,51,79.2684
"HMI54_005173-T1",37,133,184,203,152,145,405,181,560,105,623,419,531,454
"HMI54_005176-T1",5.68321,75.8673,53.9895,47.5176,74.2047,43.5182,9.07693,1.32079,11.5001,1.1927,5.39957,5.14718,3.90179,3.27022
"HMI54_005178-T1",18,29,50,44,80,45,318,165,123,31,174,138,172,145
"HMI54_005186-T1",55,171,179,228,183,203,879.248,457,721,139,908,690,705,862
"HMI54_005187-T1",27.6066,51.4103,41.6715,68.1361,70.5103,82.5821,176.7,67.5765,84.4062,31.9646,188.569,166.377,154.012,208.369
"HMI54_005188-T1",118,319,308,310,462,372,866,428,655,80,791,587,764,828
"HMI54_005190-T1",22,71,107,121,111,88,465,217,507,78,812,581,616,670
"HMI54_005191-T1",72,230,285,294,276,301,906,459,811,111,1078,770,686,754
"HMI54_005192-T1",4,23,35,49,43,25,147,67,159,22,184,126,159,156
"HMI54_005193-T1",499,951,973,1161,1371,1367,312,149,375,77,540,438,363,597
"HMI54_005194-T1",32,78,35,58,86,74,193,87,75,8,91,60,129,158
"HMI54_005195-T1",30,88,113,106,141,93,403,171.067,339.038,40,417.033,330,336.031,418
"HMI54_005198-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_005199-T1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"HMI54_005215-T1",14,26,45,38,38,47,156,55,719,94,1238,870,839,1101
"HMI54_005216-T1",301,723,795,810,999,916,2440,1313,2524,481,3447,2385,2629,3874
"HMI54_005218-T1",101,256,232,258,345,324,2842,1555,526,138,845,557,796,1092
"HMI54_005231-T1",0,8.14166,9.7975,2.55286,2.17714,2.29135,30.9764,14.4294,13.0754,0,39.7593,18.632,18.2418,25.1533
"HMI54_005234-T1",16,32.7946,45.1626,43.7858,49.0119,48.9062,163.807,86.5845,266.377,37.965,317.995,245.061,245.764,286.756
"HMI54_005235-T1",51,102,102,112,110,138,1026,545,387,68,382,331,374,402
"HMI54_005238-T1",61,141,142,153,152,156,713,402,623,71,807,538,613,734
"HMI54_005240-T1",9,39,88,63,41,50,100,50,579,79,534,385,542,640
"HMI54_005241-T1",106,177,156,160,310,256,1892,909,372,59,721,537,526,593
"HMI54_005242-T1",27,86,88,80,91,112,131,79,180,21,317,191,169,212
"HMI54_005243-T1",1.22336,14.2942,5.51556,9.02287,11.4878,2.22213,65.8474,15.0706,40.2697,0,40.3057,16.0776,30.3675,28.0055
"HMI54_005246-T1",11,59,34.8277,48.7395,68.666,62,185.198,112.813,150.773,14,223.773,177.168,209.331,207.933
"HMI54_005247-T1",51,90,87,87,118,102,145,73,235,38,247,160,150,154
"HMI54_005248-T1",9,46,76,73,74,61,823,357,604,71,583,450,519,409
"HMI54_005251-T1",23,92,123,110,104,66,510,269,559,75,932,679,557,721
"HMI54_005252-T1",74,203,211,207,231,251,1240,718,563,126,714,520,574,612
"HMI54_005258-T1",53,163,111,114,162,182,449,323,219,33,352,237,244,383
"HMI54_005262-T1",30,115,139,141,155,149,469,222,484,99,640,439,423,555
"HMI54_005263-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_005264-T1",1,2,9,5,3,6,61,41,91,10,190,121,131,168
"HMI54_005265-T1",61,141,95,129,207,187,596,308,561,73,898,607,623,1011
"HMI54_005266-T1",108,281,167,166,380,309,1133,656,376,65,782,565,559,766
"HMI54_005267-T1",17,29,60,64,35,47,244,129,520,70,539,401,462,786
"HMI54_005268-T1",15,35,65,66,72,56,212,139,317,48,343,272,267,289
"HMI54_005269-T1",11,19,18,22,30,23,203,102,157,15,385,280,249,295
"HMI54_005270-T1",51,109,94,98,187,166,103,49,249,38,289,215,242,346
"HMI54_005272-T1",32,67,83,92,122,70,131,74,96,16,357,219,347,348
"HMI54_005273-T1",3045,8194,5115,5850,10981,8680,7,14,8,0,5,2,1,3
"HMI54_005274-T1",1,0,16,5,0,3,212,87,369,74,1331,913,702,832
"HMI54_005275-T1",963,2256,1958,2128,3146,2782,2653,1313,4444,794,7677,5538,5336,9381
"HMI54_005278-T1",345.913,879.935,724.598,698.39,1361.22,1026.02,2246.42,1025.58,2408.52,334.28,3864.76,2609,2773.17,3300.37
"HMI54_005279-T1",299.769,721.06,458.557,602.296,903.839,787.781,190.232,117.461,340.378,93.837,632.78,466.392,521.784,630.681
"HMI54_005280-T1",22,101,175,209,132,113,275,113,508,102,788,466,547,771
"HMI54_005282-T1",706.689,1592.07,1128.7,1151.58,2184.82,2062.84,1515.78,759.497,2162.71,298.213,3171.51,2393.09,2367.76,3733.01
"HMI54_005284-T1",78,238,172,190,301,302,1485,856,624,116,898,707,747,1226
"HMI54_005285-T1",1,19,16,17,18,23,173,103.015,111.004,15,123.003,95,109.004,90
"HMI54_005286-T1",48,85,82,101,118,120,399,256,235,68,352,243,292,282
"HMI54_005287-T1",3,19,29,13,11,30,54,33,78,8,86,64,85,155
"HMI54_005288-T1",63,211,155,183,242,241,408,211,277,45,334,252,292,342
"HMI54_005289-T1",184,387,341,432,549,474,470,262,1397,275,2427,1738,1805,2693
"HMI54_005291-T1",1,1,1,0,3,0,2,0,0,0,0,0,0,0
"HMI54_005292-T1",60,190,101,142,233,225,76,47,110,18,188,133,113,170
"HMI54_005295-T1",66,147,161,150,205,204,386,179,463,105,728,516,523,642
"HMI54_005296-T1",362,634,529,551,914,963,1546,840,1773,320,2383,1946,1810,2527
"HMI54_005301-T1",0,0,0,0,1.58218,0,0,0,0,0.291011,0,0,0,0
"HMI54_005302-T1",327.945,1245.79,781.732,605,1717,1520.71,179,68,87,16,63,49,48,58
"HMI54_005314-T1",2,21,15,19,26,40,143,68,98,5,437,290,1121,716
"HMI54_005315-T1",21.8444,66.8696,109.614,104.146,117.803,91.1549,180.967,83.412,480.473,75,504.324,383.745,386.143,384.171
"HMI54_005317-T1",0,12,13,5,22,3,27,8,144,26,337,231,229,233
"HMI54_005318-T1",4.62544,26.1991,43.9236,67.3084,71.4504,44.4198,64.1713,20.7497,6.38304,8.09387,88.074,62.5786,81.336,84.9106
"HMI54_005322-T1",119,165,100,139,190,257,462,258,137,19,194,137,125,134
"HMI54_005328-T1",12,28,36,50,34,56,364,156,270,19,225,129,157,112
"HMI54_005329-T1",42,121,77,111,142,113,950,483,543,75,630,489,472,667
"HMI54_005341-T1",17,67,68,58,71,70,114,53,177,16,182,143,131,131
"HMI54_005342-T1",6,42,64,85,54,46,357,153,329,42,396,284,362,344
"HMI54_005343-T1",70,191,199,226,252,224,386,192,544,86,732,539,568,717
"HMI54_005344-T1",89,212,212,215,334,312,582,269,509,70,836,564,482,764
"HMI54_005352-T1",306,809,701,857,1140,1084,3049,1670,1856,374,2725,1813,2212,3146
"HMI54_005358-T1",40,92,99.8965,82.2946,115.815,108.906,189.1,83.2937,351.788,66.4095,398.691,341.95,362.149,618.486
"HMI54_005365-T1",32,83,72,81,115,111,477,252,294,44,374,297,297,294
"HMI54_005372-T1",13,26.5259,37.1229,53.4054,34.7449,37,239.459,115.672,191.094,30.7018,333.109,271.468,234.083,286.8
"HMI54_005373-T1",13,33,35,37,54,35,393,201,76,12,172,128,158,176
"HMI54_005374-T1",1,9,3,14,4,3,54,29,30,3,41,29,45,26
